"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — Zero Consumption for Last 9 months (non-household): billing data is not ready yet","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 5 events — consumers is treated as consumer meters","0"
"0","meter-replacement","0","Bulk Validate Meter Replacement API","0","1","Validate POST /indore/meter-replacement/bulk/validate — consumer with existing PENDING replacement rejected","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — invalid date is rejected","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — consumer and DTR stay within all meters","0"
"0","asset-management","1","Asset Management Contract Snapshots","0","0","DTR Detail","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — a negative organisation is rejected","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Power Factor Violation — month 13 is rejected (month must be 1 to 12)","0"
"0","meter-replacement","0","Meter Replacement Consumer Detail API — Auth Negative","1","0","Missing Authorization returns 401","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — two meters on the same feeder can share a DTR, and a no-usage day is allowed","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — live=1 still opens","0"
"0","dashboard","0","Dashboard — consumers by meter phase","1","0","Saved example — 3 PH WC with rows (offline)","0"
"0","dashboard","0","DTR load unbalance list — cannot open without a valid login","1","0","cannot open with an invalid login token","0"
"0","dashboard","0","DTR voltage unbalance list — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","audit-logs","0","Audit Logs API","1","0","Validate pagination — page 2","0"
"0","reports","0","DTR communication report","1","0","DTR communication — empty page fixture","0"
"0","dashboard","0","Revenue subsidy (power factor) — cannot open without a valid login","1","0","cannot open with an invalid login token","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 1 events — month by month, consumer meters only","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — day first page shows columns and meters","0"
"0","overall-dashboard","0","OVERALL-DASHBOARD — DB Coverage","0","1","IND-OD-DB-001 — Home dashboard mapped vs unmapped shares look consistent","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — both is treated as all meters","0"
"0","reports","0","Billing MD snapshot report","1","0","Billing MD snapshot — limit 0 is rejected (limit must be at least 1)","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — sample: yearly points","0"
"0","dtrs","0","DTR power now","1","0","DTR power now — kW, kVA, kVAr, and power factor","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by consumer category, month by month, DTR meters only","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — October 2025 sample row matches the live layout","0"
"0","consumption","0","Consumption API — Edge","1","0","Last three months — a page far past the end of the list is empty","0"
"0","revenue-protection","0","Revenue Protection — Cases Negative","0","1","IND-RPT-NEG-015 — Far-future filter returns empty success grid","0"
"0","commericial-analysis","0","Maximum Demand report","1","0","Maximum Demand — first and last page have no duplicate meters › Sanction Load Violation — first and last page have no duplicate meters","0"
"0","hes-commands","0","HES Commands — Load Curtailment (E2E)","1","0","Validate POST /commands/load-curtailment — invalid type returns validation error","0"
"0","dashboard","0","Dashboard — DTR voltage unbalance","1","0","Saved example — mixed Severe/Moderate/Balanced distribution","0"
"0","commericial-analysis","0","Consumption Compare report","1","0","Consumption Compare (Last Month) — first and last page have no duplicate meters › Consumption Compare (Last Month) — every page is checked so the same meter is not listed twice on the same DTR","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — a bad date is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 4 events — a blank time range is rejected","0"
"0","consumers","0","Consumption chart","1","0","Consumption chart — opens using the meter","0"
"0","reports","0","Event detail report","1","0","Event detail — 1–30 Oct 2025 first page shows columns and meter events","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — consumer and DTR stay within all meters","0"
"0","master-data","0","Master data — can this meter serial be added?","1","0","Can this meter serial be added? — a serial that is only spaces is rejected","0"
"0","notifications","0","Notifications CRUD Flow","1","0","Validate Notifications Module","0"
"0","dashboard","0","Dashboard — DTR consumption","1","0","Saved example — weekly null energy buckets (10 Jul 2026)","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Consumption Pattern — cannot open the report without logging in","0"
"0","asset-management","0","Network Hierarchy API","1","0","Validate Network Hierarchy API","0"
"0","billing","0","Monthly billing list","1","0","Monthly billing — a page far past the end of the list is empty","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — missing fromDate is rejected","0"
"0","reports","0","DTR communication report","1","0","DTR communication — page 0 is rejected (page must start at 1)","0"
"0","reports","0","Communication DTRs report","1","0","Communication DTRs — unknown query params are ignored","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — Zero Consumption for Last 12 months (household): billing data is not ready yet","0"
"0","meter-replacement","0","Meter Replacement Consumer Search API — Auth Negative","1","0","Missing Authorization returns 401","0"
"0","mis-dashboard","0","Saved screen shape","1","0","Urgency level 2 events — saved screen shape","0"
"0","mis-dashboard","0","Meter counts versus the database","0","1","How many meters we have — cards do not exceed the full meter list","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — by meter type, both is treated as all meters","0"
"0","asset-management","0","Asset Management — Negative","1","0","GET /asset-management/organisation-hierarchy — unknown rootId returns 404 or empty scoped tree","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 2 events — a missing time range falls back to day by day","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — consumer meters only","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by consumer category, week by week, consumer meters only","0"
"0","dashboard","0","Revenue subsidy (power factor) — cannot open without a valid login","1","0","cannot open with an empty login token","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by meter type, month by month, all meters","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — a meter number that does not exist shows an empty list","0"
"0","commericial-analysis","0","Consumption Compare report","1","0","Consumption Compare Same Month Last Year — non-household: billing data is not ready yet","0"
"0","reports","0","Min-max voltage count","1","0","Min-max voltage count — invalid year is rejected","0"
"0","reports","0","DTR billing — DB cross-validation","0","1","DTR billing — first row meter serial matches DB meter header","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › Current Without Voltage report — first and last page have no duplicate meters","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry Auth Negative","1","0","IND-REV-ABE-ENTRY-AUTH-002 — Invalid bearer token","0"
"0","reports","0","Consumer report","1","0","Consumer report LS — unknown query params are ignored","0"
"0","revenue-protection","1","Revenue Protection — Aberration Entry Zone Contract Snapshot","0","0","IND-RPT-ABE-ENTRY-CONTRACT-001 — Aberration Entry zone columns contract snapshot","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by consumer category, hour by hour, consumer meters only","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone API","1","0","IND-RPT-ATZ-002 — Validate pagination — smaller page size (limit 5)","0"
"0","reports","0","DTR event report","1","0","DTR event — a page past the last page shows no records","0"
"0","reports","0","Consumer report","1","0","Consumer report LS — showing 1 per page returns at most 1 record","0"
"0","dtrs","0","DTR events","1","0","Sample events — pending alarm without restore time","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — live=1 still opens","0"
"0","dashboard","0","Dashboard — DTR consumption","1","0","Saved example — monthly null energy buckets (10 Jul 2026)","0"
"0","utils-lookup","0","UTILS-LOOKUP — Catalog DB cross-validation","0","1","IND-UL-DB-001 — Connection statuses COUNT + sample rows match DB","0"
"0","reports","0","DTR billing report","1","0","DTR billing — showing 1 per page still lists a meter","0"
"0","dashboard","0","Dashboard — overview numbers","1","0","Saved example — networkDetails 24-month trends with trailing live count","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — from_date and to_date still work","0"
"0","mis-dashboard","0","What kinds of events happened","1","0","What kinds of events happened — extra unused options are ignored","0"
"0","master-data","0","Master data — consumer list","1","0","Consumer list — test-meter filter shows test meters only","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — month by month, DTR meters only","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — day by day, all meters","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — both is treated as all meters","0"
"0","consumption","0","CONSUMPTION — DB Coverage","0","1","IND-CON-DB-001 — daily + net-meter + pattern totalCount vs DB","0"
"0","reports","0","DTR data report","1","0","DTR data — unknown query params are ignored","0"
"0","dtr-load","0","Transformer load reports","1","0","Transformer load — October 2025 first page lists each transformer’s load by hour","0"
"0","mis-dashboard","0","How meters are talking","1","0","How meters are talking — one day only still opens","0"
"0","dtrs","0","DTR power now","1","0","DTR power now — a second transformer still shows power","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by consumer category, month by month, DTR meters only","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — day-month-year date is rejected","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by urgency, day by day, consumer meters only","0"
"0","reports","0","Reports — contract snapshots","1","0","Communication consumers — column and field names stay the same","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor — first and last page have no duplicate meters › LF > 100% — every page is checked so the same meter is not listed twice on the same DTR","0"
"0","master-data","0","Master data — DTR list","1","0","DTR list — search finds the DTR name or meter serial","0"
"0","reports","0","DTR billing report","1","0","DTR billing — unknown query params are ignored","0"
"0","mis-dashboard","0","How many events by urgency","1","0","How many events by urgency — dtrs is treated as DTR meters","0"
"0","commericial-analysis","1","Load Factor report","0","0","Load Factor — first and last page have no duplicate meters › LF < 5% Last Three month — every page is checked so the same meter is not listed twice on the same DTR","0"
"0","consumers","0","Event list","1","0","Event list — page 2 of events loads","0"
"0","master-data","0","Master data — meter communication","1","0","Meter communication — search finds the meter serial","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — day by day, DTR meters only","0"
"0","master-data","0","Master data — substation list","1","0","Substation list — first page shows columns, records, and page numbers","0"
"0","consumption","0","Consumption API — Negative","1","0","Daily consumption — an unknown report type is rejected","0"
"0","consumption","0","Consumption API — Edge","1","0","Daily consumption — asking for one consumer at a time still returns a row","0"
"0","consumers","0","Event list","1","0","Event list — sample: page count is correct","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by consumer category, hour by hour, DTR meters only","0"
"0","commericial-analysis","0","Consumption Compare report","1","0","Consumption Compare Same Month Last Year — all connections: billing data is not ready yet","0"
"0","technical-analysis","0","Technical report","1","0","Current Without Voltage report — first page shows columns and meters","0"
"0","master-data","0","Master data — change history","1","0","Master data change history — filter shows only meter-related changes","0"
"0","utils-lookup","0","Utils lookup — missing routes","1","0","Connection types — missing route returns 404","0"
"0","dtrs","0","DTR energy over time","1","0","DTR energy over time — day by day, each day listed once","0"
"0","dtrs","0","DTR statistic cards","1","0","Sample statistic cards — power-on time looks like a clock","0"
"0","master-data","0","Master data — meter list","1","0","Meter list — an empty search shows the full list","0"
"0","utils-lookup","0","Utils lookup — contract snapshots","1","0","DTR search — column and field names stay the same","0"
"0","dashboard","0","Dashboard — consumers by meter phase","1","0","Consumers by meter phase — page 2 still shows a valid list","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Event classifications › event classifications — list shows ids and names","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — invalid toDate is rejected","0"
"0","dashboard","0","Dashboard — DTR voltage unbalance list","1","0","DTR voltage unbalance list — extra unused filters are ignored","0"
"0","dashboard","0","Dashboard — DTR consumption list","1","0","DTR consumption list — active energy (kWh)","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Compare — Abnormal High: billing data is not ready yet","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 4 events — month by month, DTR meters only","0"
"0","reports","0","Consumer report","1","0","Consumer report — missing meter serial is rejected","0"
"0","consumers","0","Event list","1","0","Event list — search filter is accepted","0"
"0","dtrs","0","DTR statistic cards","1","0","Sample statistic cards — consumer count is zero or more","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by meter type, hour by hour, all meters","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — extra unused options are ignored","0"
"0","hes-commands","0","HES Commands — Meter Alarms","1","0","Validate POST /commands/meter-alarms — default window","0"
"0","reports","0","DTR event report","1","0","DTR event — fromDate after toDate is rejected","0"
"0","energy-audits","1","hourly-loss-report.harness.ts","0","0","Energy Audit Hourly Loss Report — DTR › Validate dtr hourly loss report","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by consumer category, day by day, consumer meters only","0"
"0","master-data","0","Master data — can this meter be put on a DTR?","0","1","Can this meter be put on a DTR? — an inactive meter is rejected","0"
"0","billing","0","Monthly billing list","1","0","Monthly billing — page 2 continues the list without repeating a meter","0"
"0","reports","0","Event detail report","1","0","Event detail — missing toDate is rejected","0"
"0","reports","0","Consumer report","1","0","Consumer report LS — without total still shows columns","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by consumer category, week by week, DTR meters only","0"
"0","dashboard","0","Dashboard — DTR communication","1","0","DTR communication chart — hourly view loads","0"
"0","mis-dashboard","0","Urgency today versus yesterday","1","0","Urgency today versus yesterday — extra unused options are ignored","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by meter type, month by month, consumer meters only","0"
"0","modules-permissions","0","Module Permission — Negative","1","0","POST /permissions/modules — invalid module key returns 400","0"
"0","reports","0","Min-max voltage report","1","0","Min-max voltage — invalid phase is rejected","0"
"0","energy-audits","1","loss-analysis.harness.ts","0","0","Energy Audit Loss Analysis — Feeder › Validate LS loss analysis","0"
"0","reports","0","Event report","1","0","Event report — missing fromDate is rejected","0"
"0","dtr-load","0","Transformer load reports","1","0","Transformer load — first page lists how uneven the three phases are","0"
"0","dashboard","0","Dashboard — DTR consumption list","1","0","DTR consumption list — apparent energy (kVAh)","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › Ip!=0 & In=0 report — first and last page have no duplicate meters","0"
"0","consumers","0","Event list","1","0","Event list — sample: no events","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by consumer category, month by month, all meters","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by meter type, day by day, all meters","0"
"0","billing","0","Day-by-day billing list","1","0","Day-by-day billing — November (30 days) does not fill a 31st day column","0"
"0","users-admin","0","User Admin — Negative","1","0","GET /users/audit-logs — invalid page returns 400","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — day-month-year date is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 4 events — hour by hour, all meters","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by consumer category, week by week, consumer meters only","0"
"0","commericial-analysis","0","Maximum Demand report","1","0","MD > CD Last Three Month — household plus non-household meters equal the full total","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Organisation search › Organisation search — a negative limit is rejected","0"
"0","technical-analysis","0","Technical report","1","0","Over Voltage in any phase report — first page shows columns and meters","0"
"0","dashboard","0","Revenue subsidy (power factor) — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Day and Night — Night Zero Consumption: report opens and usage follows the rule","0"
"0","mis-dashboard","0","How meters are talking","1","0","How meters are talking — from-date and to-date still work","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Compare (Last Month) — page 2 still shows a valid meter list","0"
"0","revenue-protection","1","Revenue Protection — Cases Auth Negative","0","0","IND-RPT-NEG-011 — Cases rejects missing auth","0"
"0","dashboard","0","Dashboard — DTR communication list","1","0","DTR communication list — page 2 still shows a valid list","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Payment contracts › payment contracts — list shows ids and names","0"
"0","reports","0","DTR communication report","1","0","DTR communication — fromDate after toDate is rejected","0"
"0","dashboard","0","Dashboard — response shape","1","0","DTR voltage unbalance list — response shape stays the same","0"
"0","revenue-protection","1","Revenue Protection — Cases Contract Snapshot","0","0","IND-RPT-CONTRACT-001 — Cases columns contract snapshot","0"
"0","dashboard","0","Dashboard — consumers by connection status","1","0","Consumers by connection status — permanently disconnected consumers","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › Consumer search › Consumer search — page 0 is rejected","0"
"0","reports","0","DTR billing report","1","0","DTR billing — limit 0 is rejected (limit must be at least 1)","0"
"0","commericial-analysis","0","Commercial Analysis — invalid filters are rejected","1","0","Load Factor — page 0 is rejected (page must start at 1)","0"
"0","reports","0","Communication DTRs report","1","0","Communication DTRs — range first page shows columns and DTRs","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by consumer category, day by day, all meters","0"
"0","consumers","0","Nearby accounts","1","0","Nearby accounts — number at the end of the account is used","0"
"0","revenue-protection","1","Revenue Protection — Aberration Entry By IVRS Edge","0","0","IND-REV-ABE-IVRS-EDGE-001 — IVRS with surrounding whitespace is trimmed","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — dtrs is treated as DTR meters","0"
"0","dashboard","0","Consumers by meter make — cannot open without a valid login","1","0","cannot open with an expired login token","0"
"0","users-admin","0","User Admin — Negative","1","0","PATCH /users/:id — unknown user returns 404","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — one day only still opens","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — Zero Consumption for Last 3 months: household and non-household lists are the same (connection type filter is not applied)","0"
"0","reports","0","Billing MD snapshot report","1","0","Billing MD snapshot — page 0 is rejected (page must start at 1)","0"
"0","consumption","0","Consumption API — Negative","1","0","Pattern consumption — limit zero is rejected","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — by meter type, day by day, DTR meters only","0"
"0","dtrs","0","DTR events","1","0","DTR events — first page of alarms, each row number only once","0"
"0","commericial-analysis","0","Commercial Analysis — extra report checks","1","0","Consumption Pattern — report still opens when the report type is not selected (uses default)","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 4 events — a missing time range falls back to day by day","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by consumer category, hour by hour, all meters","0"
"0","consumers","0","Live load","1","0","Live load — current load for the consumer","0"
"0","technical-analysis","0","Technical report","1","0","Current Bypass report — first page shows columns and meters","0"
"0","commericial-analysis","0","Consumption Pattern report","1","0","Consumption Pattern — 100 unit kwh from Last Nine months continuous (non-household): billing data is not ready yet","0"
"0","dashboard","0","DTR consumption list — cannot open without a valid login","1","0","cannot open with an expired login token","0"
"0","utils-lookup","0","UTILS-LOOKUP — Catalog DB cross-validation","0","1","IND-UL-DB-008 — Meter phases COUNT + sample rows match DB","0"
"0","dashboard","0","Dashboard — DTR loading list","1","0","DTR loading list — normally loaded DTRs","0"
"0","dtr-load","0","Transformer size list","1","0","Transformer sizes — leftover unused filters are ignored","0"
"0","consumption","0","Consumption API — Negative","1","0","Pattern consumption — leaving out the pattern type is rejected","0"
"0","meter-replacement","1","Meter Replacement Consumer Detail API — Negative & Edge","0","0","Valid consumer returns success envelope","0"
"0","meter-replacement","1","Meter Replacement Dashboard Summary API — Negative & Edge","0","0","Trailing slash still returns dashboard summary","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — a negative organisation is rejected","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — consumer and DTR stay within all meters","0"
"0","meter-replacement","0","Meter Replacement Dashboard Summary API — Auth Negative","1","0","Missing Authorization returns 401","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Day and Night — cannot open the report without logging in","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by consumer category, week by week, DTR meters only","0"
"0","reports","0","Bill status report","1","0","Bill status — Oct 2025 summary (empty list is valid)","0"
"0","meter-replacement","1","Meter Replacement Submission History API - Auth Negative","0","0","Invalid Bearer token returns 401","0"
"0","commericial-analysis","0","Maximum Demand report","1","0","MD > CD Last Three Month — report opens and demand is above sanctioned load","0"
"0","consumers","0","Event summary","1","0","Event summary — unknown meter is empty or not found","0"
"0","mis-dashboard","0","How meters are talking","1","0","How meters are talking — blank dates are treated as missing","0"
"0","reports","0","Billing MD snapshot report","1","0","Billing MD snapshot — missing month is rejected","0"
"0","users-admin","0","User Admin — Negative","1","0","PATCH /users/:id/status — invalid status returns 400","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — consumers is treated as consumer meters","0"
"0","dashboard","0","Consumers by connection status — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","dashboard","0","DTR loading list — cannot open without a valid login","1","0","cannot open with an invalid login token","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — DTR meters only","0"
"0","mis-dashboard","0","Current problems","1","0","Current problems — by consumer category, hour by hour, DTR meters only","0"
"0","master-data","0","Master data — meter list","1","0","Meter list — search finds the meter serial","0"
"0","meter-replacement","1","Meter Replacement Consumer Search API — Auth Negative","0","0","Invalid Bearer token returns 401","0"
"0","utils-lookup","0","indoore_backend_testing","1","0","UTILS-LOOKUP › utils › lookup-catalog.harness.ts › DTR search › DTR search — limit 0 is rejected","0"
"0","dashboard","0","DTR voltage unbalance — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","energy-audits","0","network-trends.harness.ts","1","0","Validate ls network trends","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 6 events — dtrs is treated as DTR meters","0"
"0","dashboard","0","Dashboard — consumers by connection status","1","0","Saved example — permanently-disconnected with rows (offline)","0"
"0","dtrs","0","DTR energy over time","1","0","DTR energy over time — a second transformer still shows a chart","0"
"0","meter-replacement","0","Meter Replacement Dashboard Summary API — Auth Negative","1","0","Disallowed HTTP methods are rejected","0"
"0","consumers","0","Power quality","1","0","Power quality — sample: no live reading yet","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by meter type, week by week, all meters","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — consumers is treated as consumer meters","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — network 0 is rejected","0"
"0","consumption","0","CONSUMPTION — Contract Snapshots","1","0","Daily Consumption Contract Snapshot","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 2 events — month by month, all meters","0"
"0","reports","0","Communication consumers report","1","0","Communication consumers — invalid period type is rejected","0"
"0","feeder","0","Feeder screens — cannot open without a valid login","1","0","Feeder alerts — cannot open with an invalid login token","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by consumer category, day by day, DTR meters only","0"
"0","dashboard","0","Dashboard overview — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","reports","0","Event restoration report","1","0","Event restoration — empty page fixture","0"
"0","revenue-protection","1","Revenue Protection — Cases Edge","0","0","IND-RPT-006 — Filter combination returning zero rows → success empty grid","0"
"1","meter-replacement","0","Bulk Validate Meter Replacement API","0","0","Validate POST /indore/meter-replacement/bulk/validate — replacement reason required","0"
"0","dashboard","0","DTR consumption list — cannot open without a valid login","1","0","cannot open with an empty login token","0"
"0","meter-replacement","0","Meter Replacement Submission History API - Auth Negative","1","0","Missing Authorization returns 401","0"
"0","reports","0","DTR event detail report","1","0","DTR event detail — 1–30 Oct 2025 first page shows columns and events","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 3 events — a blank time range is rejected","0"
"0","mis-dashboard","0","Events that did not roll over","1","0","Events that did not roll over — by meter type, day by day, consumer meters only","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by meter type, hour by hour, consumer meters only","0"
"0","reports","0","DTR data report","1","0","DTR data — DP over 30 days requires background export","0"
"0","dashboard","0","Dashboard — revenue subsidy (power factor)","1","0","Revenue subsidy (power factor) — report opens for the selected period","0"
"0","modules-permissions","0","Module Permission CRUD Flow","1","0","Validate Module Permission Module","0"
"0","dtrs","0","DTR energy over time","1","0","Sample chart — hours with no energy yet","0"
"0","dashboard","0","DTR loading list — cannot open without a valid login","1","0","cannot open with a badly formed login token","0"
"0","technical-analysis","0","Technical report","0","1","Technical report — first and last page have no duplicate meters › YNR CT Bypass report — first and last page have no duplicate meters","0"
"0","reports","0","Min-max voltage count","1","0","Min-max voltage count — unknown query params are ignored","0"
"0","mis-dashboard","0","Power problems","1","0","Power problems — by consumer category, day by day, DTR meters only","0"
"0","reports","0","Bill status report","1","0","Bill status — invalid year is rejected","0"
"0","audit-logs","0","Audit Log Export API","0","1","Validate Audit Log Export ASC API","0"
"0","mis-dashboard","0","Other events","1","0","Other events — by meter type, week by week, all meters","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry Negative","1","0","IND-REV-ABE-ENTRY-NEG-002 — Invalid year","0"
"0","consumers","0","Meter communication","1","0","Meter communication — status opens using the meter","0"
"0","consumers","0","Billing history","1","0","Billing history — sample: 12 empty months listed","0"
"0","dtrs","0","DTR energy over time","1","0","DTR energy over time — unknown transformer is not shown","0"
"0","dashboard","0","Dashboard — response shape","1","0","Consumers by connection status — response shape stays the same","0"
"0","reports","0","Min-max voltage count","1","0","Min-max voltage count — Oct 2025 max R returns a total","0"
"0","mis-dashboard","0","Daily talking chart","1","0","Daily talking chart — unknown meter kind is treated as all","0"
"0","billing","0","Monthly billing list","1","0","Monthly billing — searching by a meter number returns only that meter","0"
"0","consumers","0","Energy flow chart","1","0","Energy flow chart — opens using the account number","0"
"0","mis-dashboard","0","Talking vs not talking overview","1","0","Talking vs not talking overview — both is treated as all meters","0"
"0","mis-dashboard","0","Voltage problems","1","0","Voltage problems — by consumer category, month by month, consumer meters only","0"
"0","dashboard","0","Dashboard — DTR communication","1","0","DTR communication chart — monthly view loads","0"
"0","mis-dashboard","0","Meter transaction events","1","0","Meter transaction events — by meter type, week by week, consumer meters only","0"
"0","dashboard","0","Dashboard — DTR load unbalance","1","0","DTR load unbalance — extra unused filters are ignored","0"
"0","reports","0","DTR event report","1","0","DTR event — invalid toDate is rejected","0"
"0","mis-dashboard","0","Urgency level events","1","0","Urgency level 1 events — dtrs is treated as DTR meters","0"
"0","commericial-analysis","0","Load Factor report","1","0","Load Factor LF > 100% — household filter shows the same list (filter is not applied)","0"
"0","commericial-analysis","0","Commercial Analysis — cannot open reports without a valid login","1","0","Dashboard — cannot open the report without logging in","0"
"0","mis-dashboard","0","How many meters we have","1","0","How many meters we have — live view still opens","0"
"0","revenue-protection","0","Revenue Protection — ATR Zone Negative","1","0","IND-RPT-ATZ-NEG-008 — Far-future year returns empty success grid","0"
"0","mis-dashboard","0","Talking meters by category","1","0","Talking meters by category — all meters, Oct 2025 to Oct 2026","0"
"0","technical-analysis","0","Technical report","1","0","Current Unbalance report — first page shows columns and meters","0"
"0","revenue-protection","1","Revenue Protection — Aberration Entry By IVRS Negative","0","0","IND-REV-ABE-IVRS-NEG-001 — Unknown IVRS returns not found","0"
"0","dashboard","0","DTR loading list — cannot open without a valid login","1","0","cannot open without logging in","0"
"0","consumption","0","Pattern last three months list","1","0","Last three months — first page lists each consumer (month energy may be empty)","0"
"0","users-admin","0","User Admin — Negative","1","0","PATCH /users/:id/status — unknown user returns 404","0"
"0","mis-dashboard","0","Event summary","1","0","Event summary — dtrs is treated as DTR meters","0"
"0","revenue-protection","0","Revenue Protection — Aberration Entry EENLTMT Edge","1","0","IND-REV-ABE-EEN-EDGE-004 — Unfiltered query may span multiple months","0"
